date,lang,grouping_eng,e_interest_eng,e_p1_eng,e_p2_eng,e_p3_eng,e_p4_eng,e_p5_eng,e_g1_eng,e_g2_eng,e_g3_eng,e_g4_eng,e_g5_eng,e_g6_eng,c_interest_eng,c_p1_eng,c_p2_eng,c_p3_eng,c_p4_eng,c_p5_eng,c_g1_eng,c_g2_eng,c_g3_eng,c_g4_eng,c_g5_eng,c_g6_eng,c_invest_eng,ec_neighb_eng,ec_loc_eng,ec_gender_eng,ec_age_eng,ec_edu_eng,grouping_nl,e_interest_nl,e_p1_nl,e_p2_nl,e_p3_nl,e_p4_nl,e_p5_nl,e_g1_nl,e_g2_nl,e_g3_nl,e_g4_nl,e_g5_nl,e_g6_nl,c_interest_nl,c_p1_nl,c_p2_nl,c_p3_nl,c_p4_nl,c_p5_nl,c_g1_nl,c_g2_nl,c_g3_nl,c_g4_nl,c_g5_nl,c_g6_nl,c_invest_nl,ec_neighb_nl,ec_loc_nl,ec_gender_nl,ec_age_nl,ec_edu_nl,grouping_fr,e_interest_fr,e_p1_fr,e_p2_fr,e_p3_fr,e_p4_fr,e_p5_fr,e_g1_fr,e_g2_fr,e_g3_fr,e_g4_fr,e_g5_fr,e_g6_fr,c_interest_fr,c_p1_fr,c_p2_fr,c_p3_fr,c_p4_fr,c_p5_fr,c_g1_fr,c_g2_fr,c_g3_fr,c_g4_fr,c_g5_fr,c_g6_fr,c_invest_fr,ec_neighb_fr,ec_loc_fr,ec_gender_fr,ec_age_fr,ec_edu_fr
"2018/05/03 10:38:03 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","0€","D'accord","Wallonie","Une femme","25-34 ans.","Master"
"2018/05/03 10:47:54 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Pas d'accord","Sans opinion","Sans opinion","D'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Sans opinion","D'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Bachelier"
"2018/05/03 11:06:05 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","Sans opinion","Pas d'accord","D'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","Sans opinion","D'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Diplôme secondaire + des formations qualifiantes"
"2018/05/03 11:17:22 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","Pas d'accord","Pas d'accord","Sans opinion","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","D'accord","Flandre","Une femme","55-64 ans.","Master"
"2018/05/03 11:20:28 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","D'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","1 - 99€ /an","Pas d'accord","Wallonie","Un homme","25-34 ans.","Doctorat"
"2018/05/03 12:08:23 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/03 1:14:26 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas du tout d'accord","Sans opinion","Sans opinion","Pas d'accord","Sans opinion","Pas du tout d'accord","D'accord","D'accord","D'accord","0€","D'accord","Bruxelles-Capitale","Autre/Je préfère le garder pour moi","25-34 ans.","Master"
"2018/05/03 1:19:49 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Sans opinion","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","0€","Pas d'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/03 2:18:07 PM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to fund a citizen's initiative.","Agree","Agree","Neither agree nor disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","0€","Strongly agree","Brussels","Male","25-34 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/03 2:26:37 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Sans opinion","D'accord","Sans opinion","","","","","","","","","","","","","","Pas d'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/03 2:26:53 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Pas d'accord","D'accord","D'accord","D'accord","Sans opinion","Pas d'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Un homme","55-64 ans.","Master"
"2018/05/03 3:03:48 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","Tout à fait d'accord","Pas du tout d'accord","D'accord","D'accord","Pas du tout d'accord","Pas du tout d'accord","Pas d'accord","Tout à fait d'accord","Tout à fait d'accord","Pas d'accord","500€ + /an","Tout à fait d'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/03 3:39:41 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Sans opinion","Pas d'accord","Sans opinion","Sans opinion","Pas d'accord","Pas d'accord","0€","Pas d'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/03 4:42:40 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Tout à fait d'accord","","","","","","","","","","","","","","Pas d'accord","Flandre","Un homme","55-64 ans.","Master"
"2018/05/03 5:03:38 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","D'accord","Pas du tout d'accord","Sans opinion","Sans opinion","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Sans opinion","D'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/04 10:20:16 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","Pas d'accord","0€","D'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/04 1:33:06 PM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to fund a citizen's initiative.","Disagree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Neither agree nor disagree","Agree","1 - 99€ /year","Agree","Brussels","Male","18-24 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/04 4:44:11 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Pas d'accord","Pas d'accord","Sans opinion","Sans opinion","D'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","0€","Pas d'accord","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/04 10:40:40 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","Pas du tout d'accord","Pas du tout d'accord","D'accord","D'accord","Sans opinion","Sans opinion","500€ + /an","Sans opinion","Bruxelles-Capitale","Une femme","45-54 ans.","Master"
"2018/05/05 9:51:51 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je suis prêt.e à rejoindre une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Pas d'accord","D'accord","Pas d'accord","Tout à fait d'accord","Pas du tout d'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","D'accord","","","","","","","","","","","","","","Tout à fait d'accord","Bruxelles-Capitale","Un homme","35-44 ans.","Master"
"2018/05/05 5:55:49 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","Sans opinion","Sans opinion","Pas d'accord","Pas d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","1 - 99€ /an","Pas d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/06 9:05:33 AM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I am ready to volunteer for a citizen's initiative.","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","0€","Agree","Brussels","Male","45-54 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/06 11:48:36 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","D'accord","0€","Sans opinion","Flandre","Une femme","55-64 ans.","Bachelier"
"2018/05/07 10:57:42 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","Tout à fait d'accord","Pas d'accord","Sans opinion","Pas d'accord","Pas du tout d'accord","Pas d'accord","Sans opinion","Tout à fait d'accord","D'accord","Pas d'accord","200 - 499€ /an","Tout à fait d'accord","Bruxelles-Capitale","Une femme","35-44 ans.","Master"
"2018/05/07 6:53:32 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","Pas du tout d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","Pas d'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Bachelier"
"2018/05/07 7:04:17 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","D'accord","Sans opinion","Sans opinion","Sans opinion","D'accord","Sans opinion","Sans opinion","0€","Sans opinion","Wallonie","Un homme","25-34 ans.","Master"
"2018/05/07 7:10:48 PM GMT+2","English","Citizen with casual volonteering for a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I am ready to volunteer for a citizen's initiative.","Neither agree nor disagree","Agree","Disagree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Agree","Strongly agree","Neither agree nor disagree","500€ + /year","Strongly agree","Brussels","Female","25-34 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/07 7:54:58 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Sans opinion","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Pas d'accord","0€","Sans opinion","Bruxelles-Capitale","Une femme","25-34 ans.","Double master même ;-)"
"2018/05/07 7:56:55 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben klaar om vrijwilig mee te draaien in een burgerinitiatief","niet akkoord","akkoord","geen mening","geen mening","akkoord","geen mening","akkoord","geen mening","helemaal akkoord","geen mening","geen mening","0€","akkoord","Vlanderen","een man","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/07 7:57:03 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben klaar om vrijwilig mee te draaien in een burgerinitiatief","niet akkoord","akkoord","geen mening","geen mening","akkoord","geen mening","akkoord","geen mening","helemaal akkoord","geen mening","geen mening","0€","akkoord","Vlanderen","een man","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/08 4:33:07 PM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to volunteer for a citizen's initiative.","Disagree","Agree","Strongly disagree","Agree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","0€","Neither agree nor disagree","Brussels","Male","25-34 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/09 3:25:30 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas d'accord","D'accord","Sans opinion","D'accord","Sans opinion","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/11 7:46:21 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Pas du tout d'accord","Pas du tout d'accord","Tout à fait d'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","D'accord","Tout à fait d'accord","0€","Pas d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/11 9:31:43 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Pas du tout d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","D'accord","D'accord","0€","Sans opinion","Bruxelles-Capitale","Un homme","18-24 ans.","Diplôme secondaire technique"
"2018/05/11 9:35:58 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","Sans opinion","Pas du tout d'accord","D'accord","Tout à fait d'accord","Sans opinion","Pas du tout d'accord","Tout à fait d'accord","Tout à fait d'accord","D'accord","Pas d'accord","0€","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/11 9:39:35 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","Sans opinion","D'accord","D'accord","D'accord","Pas du tout d'accord","D'accord","Pas d'accord","Pas d'accord","Tout à fait d'accord","D'accord","0€","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/11 9:47:06 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","Pas d'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","Sans opinion","Sans opinion","0€","Sans opinion","Wallonie","Une femme","18-24 ans.","Master"
"2018/05/11 9:53:12 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","Sans opinion","Pas d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","100 - 199€ /an","Sans opinion","Bruxelles-Capitale","Un homme","18-24 ans.","Master"
"2018/05/11 9:57:22 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","D'accord","Sans opinion","D'accord","0€","D'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Master"
"2018/05/11 10:14:00 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Sans opinion","D'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","D'accord","Tout à fait d'accord","Sans opinion","Sans opinion","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/11 11:38:16 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","Sans opinion","0€","Sans opinion","Bruxelles-Capitale","Un homme","55-64 ans.","Diplôme secondaire technique"
"2018/05/11 1:46:05 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Sans opinion","Pas du tout d'accord","D'accord","D'accord","Sans opinion","Pas du tout d'accord","Pas d'accord","D'accord","Tout à fait d'accord","D'accord","0€","Sans opinion","Flandre","Une femme","45-54 ans.","Bachelier"
"2018/05/11 2:41:09 PM GMT+2","English","Citizen with casual volonteering for a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I am ready to volunteer for a citizen's initiative.","Disagree","Agree","Disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","0€","Neither agree nor disagree","Brussels","Male","25-34 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/11 3:00:28 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een actief lid van een lokaal burgerinitiatief, van een sociaal project of een sociale organisatie.","Ik wil deel uitmaken van een ‘civic crowdfunding’ platform.","Akkoord","Geen mening","Akkoord","Niet akkoord","Akkoord","Niet akkoord","Niet akkoord","Geen mening","Niet akkoord","Niet akkoord","Niet akkoord","","","","","","","","","","","","","","akkoord","Brussel","een man","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
